listing_id,source_platform,source_url,captured_at,raw_title,raw_description,MSRP_price,original_price,listed_price,stated_condition,seller_reputation,image_urls,notes
L040,eBay,https://www.ebay.com/itm/168569523990?itmmeta=01M240XV86E51X9JWMTBS7VBEH&hash=item273f86cf16:g:YSAAAeSwTclqlTqJ&itmprp=enc%3AAQALAAAA4DKQclQvzFwZQpmMrsO4LuoVc9eBXGCbrLht1LtNXaROUPARO8H0nOBp3SiAYNE8Y2H6xKDymcfZLtUpkVPbkOhYPL6nUWCjnuqb67Z49liVoynPRqzsCPc0tLYn68jAgOlBouRQqNJpkTAbuniMumAa4tzzxxtIgyTtUOr3UyjR7KmJfItFUmMCFIfWkSXTsjNEasDZ1Hm5xxceLZeg1LKJ2%2Bt9LzdNvO%2BBRW80VPlzbT1akJ8vPtkMExMSZS%2FnkTBbT37sCKBCSMRI5DwbvfDobrhEH1mqtMWdr8kRDyax%7Ctkp%3ABk9SR8q094CRaA,2026-09-09,15% OFF Prada Cleo Medium Black Polished Silver Triangle Logo Shoulder Bag,"Condition
Pre-owned - Good
Seller Notes
“This item has been gently used but is in good condition. It might have a few signs of use, but all imperfections should be shown and described in the seller’s listing.”Read Lessabout the seller notes
Model
Prada Celo
Pattern
Solid
Closure
Zip
Occasion
Shoulder Bag
Handle/Strap Color
Black
Handle Style
Shoulder Strap
Lining Material
Fabric
Hardware Color
Silver
Exterior Material
Leather
Brand
PRADA
Department
Women
Exterior Color
Black
Lining Color
Black
Style
Shoulder Bag
Theme
Designer
Handmade
No
Handle/Strap Material
Leather
Product Line
PRADA Cleo
Country of Origin
Italy
Notice
No Returns or Exchanges for Non-Quality Issues
Included Items
No original dust bag and box
UPC
Does not apply",,,"1,496.00",Pre-Owned - Good,100.0%,https://i.ebayimg.com/images/g/YSAAAeSwTclqlTqJ/s-l1600.webp|https://i.ebayimg.com/images/g/wdUAAeSw5RdqlTqK/s-l1600.webp|https://i.ebayimg.com/images/g/Ud0AAeSwLrNqlTqL/s-l1600.webp|https://i.ebayimg.com/images/g/PEQAAeSwdABqlTqM/s-l1600.webp|https://i.ebayimg.com/images/g/jkMAAeSwEjtqlTqO/s-l1600.webp|https://i.ebayimg.com/images/g/jkMAAeSwEjtqlTqO/s-l1600.webp|https://i.ebayimg.com/images/g/KWgAAeSwrBFqlTqQ/s-l1600.webp|,this has a discount code that is optional to include that drops the price to 1080.86; also has authenticty gurantee on listing
L041,eBay,https://www.ebay.com/itm/318836512781?itmmeta=01M241566JZ053CNQX6MB6JABQ&hash=item4a3c23180d:g:9PkAAeSwicFqniVD&itmprp=enc%3AAQALAAAA4DKQclQvzFwZQpmMrsO4LuoDRBjFAAfGoMhrVpLI6mXCghZHHTIgLTx5KsINByMscyk3r4niQ5TuXjqkoWLSDeHCvsTuHn777RSBpg27sq5Qwt2%2FVdqM1TUluSmu0qXvdi349V4Ph1JPtgmKFI4NyeV4iXV1Y%2B%2FcInL--PN2dTnnxyX7fpmd%2BCPK8qiPC3eP3v01pUESRqNjW%2BRKogtmOz%2FTGV9KpftjTBa66%2BjwEDt%2FnwpqXxT5qYKaD%2FKamD75DnKDjT37u6r%2BGHQUjdXZiUOh1dBu15LdstmzSUSAPl6T%7Ctkp%3ABk9SR8zjlIGRaA,2026-09-09,Loewe Pre-Owned Authentic Satchel Orange Nubuck Free Tracked Shipping,"Condition
Pre-owned - Good
Seller Notes
“light wear and scuffs at corners, edges; light wear and residue at interior lining; light wear, scratches and loss color at hardware. The item may have received standard luxury care. please consult us if you have any questions, and kindly refer to the photos for an accurate impression.”Read Lessabout the seller notes
Brand
Loewe
Department
Unisex Adults
Exterior Color
Orange
Style
Satchel
Exterior Material
Nubuck
Country of Origin
Spain

Dear Customer, Welcome to our store!

⚠ Important Notice: Please contact our customer service before placing an order to confirm the item’s availability and current condition. As all our items are also sold in our physical store, there is a possibility that an item may be sold simultaneously elsewhere or its condition may have changed since listing. To comply with eBay policies, we may need to inform you and cancel orders if this pre-purchase confirmation is not completed.

In addition, each item is inspected by our in-house inspection center prior to shipment to ensure the condition matches the listing and to provide a reliable shopping experience. This internal inspection typically takes 1–2 business days. Once the inspection is completed, we will notify you. If any issue is identified, we will contact you promptly and arrange a full refund when necessary.

We appreciate your understanding.

Key Specifications
● Brand: Loewe
● exterior_material: Nubuck
● style: Satchel
● exterior_color: Orange
● includes: None
● department: Unisex Adults

Condition
● Overall Condition: Good, showing light general signs of use.
● Exterior:remains smooth with mild handling wear.
● Interior: Clean with light natural marks; lining well-kept.
● Hardware: Functional with slight surface wear on close inspection.
● Edges & Corners: Mild rubbing; structure remains firm.
● Care Notice: Please note that some items may have minor care marks from routine maintenance; refer to photos for clarification.

Why Choose This Listing?
● Rarity: Limited stock
● Quality: Hardware tested for long - term durability
● Documentation: None included",,,929.00,Pre-Owned - Good,,https://i.ebayimg.com/images/g/9PkAAeSwicFqniVD/s-l1600.webp|https://i.ebayimg.com/images/g/dKoAAeSwiOxqniVE/s-l1600.webp|https://i.ebayimg.com/images/g/wyEAAeSwDFZqniVE/s-l1600.webp|https://i.ebayimg.com/images/g/R1YAAeSwPXdqniVE/s-l1600.webp|https://i.ebayimg.com/images/g/k6kAAeSwYwdqniVE/s-l1600.webp|https://i.ebayimg.com/images/g/yKIAAeSwHoJqniVD/s-l1600.webp|https://i.ebayimg.com/images/g/7qYAAeSwZPBqniVD/s-l1600.webp|https://i.ebayimg.com/images/g/bZIAAeSwIf9qniVD/s-l1600.webp|https://i.ebayimg.com/images/g/76gAAeSwjLlqniVD/s-l1600.webp|https://i.ebayimg.com/images/g/-EUAAeSw-JRqniVE/s-l1600.webp|https://i.ebayimg.com/images/g/p3sAAeSw9kBqniVE/s-l1600.webp|https://i.ebayimg.com/images/g/4eAAAeSwUkpqniVE/s-l1600.webp|https://i.ebayimg.com/images/g/2SkAAeSwuRRqniVE/s-l1600.webp|https://i.ebayimg.com/images/g/8-4AAeSw5AlqniVD/s-l1600.webp|https://i.ebayimg.com/images/g/OTgAAeSwJFFqniVE/s-l1600.webp|https://i.ebayimg.com/images/g/bY0AAeSwIf9qniVD/s-l1600.webp|https://i.ebayimg.com/images/g/KNMAAeSwhYZqniVE/s-l1600.webp|,authenticity guarantee on listing
L042,Vestiaire Collective,https://www.vestiairecollective.com/women-bags/handbags/gucci/brown-cloth-abbey-gucci-handbag-70864846.shtml?_gl=1*1tec5fd*_up*MQ..&gclid=Cj0KCQjwh4TVBhCWARIsAG0czmoIp5CcozggY0W1egoZNxDcS0HqWMSDL5AUvmBO42NAWPjLPViehRkaAofYEALw_wcB&gbraid=0AAAAADSZTnIoQg9Q4JMMKoLV2zOdR3GwF,2026-09-09,Gucci abbey cloth handbag vintage,"Pre-owned Gucci Abbey tote in good overall vintage condition. The GG monogram canvas remains in good condition with normal signs of previous use. Brown leather trim, bottom corner panels and handles show visible creasing, rubbing, surface wear and light scratches consistent with age and use. Hardware shows scratches, tarnishing and discoloration.The zipper has a missing/damaged teeth, but it remains functional and does not affect normal use. Interior is generally clean with light signs of use. Please review all photos carefully as they are part of the condition description.

Details
Online since:2026-09-09
Categories :Women
Category:Bags
Sub-category:Handbags
Designer:Gucci
Model:Abbey
Condition:Very good conditionMore info
Material:Cloth
Colour:Brown
Style:Vintage
Location:United States, from the seller La Repeat",,,397.00,Very Good,"Expert Seller
Fashion Activist","https://images.vestiairecollective.com/images/resized/w=1024,q=75,f=auto,/produit/brown-cloth-abbey-gucci-handbag-70864846-1_2.jpg|https://images.vestiairecollective.com/images/resized/w=1024,q=75,f=auto,/produit/brown-cloth-abbey-gucci-handbag-70864846-2_2.jpg|https://images.vestiairecollective.com/images/resized/w=1024,q=75,f=auto,/produit/brown-cloth-abbey-gucci-handbag-70864846-3_2.jpg|https://images.vestiairecollective.com/images/resized/w=1024,q=75,f=auto,/produit/brown-cloth-abbey-gucci-handbag-70864846-4_2.jpg|https://images.vestiairecollective.com/images/resized/w=1024,q=75,f=auto,/produit/brown-cloth-abbey-gucci-handbag-70864846-5_2.jpg|https://images.vestiairecollective.com/images/resized/w=1024,q=75,f=auto,/produit/brown-cloth-abbey-gucci-handbag-70864846-6_2.jpg|https://images.vestiairecollective.com/images/resized/w=1024,q=75,f=auto,/produit/brown-cloth-abbey-gucci-handbag-70864846-7_2.jpg|https://images.vestiairecollective.com/images/resized/w=1024,q=75,f=auto,/produit/brown-cloth-abbey-gucci-handbag-70864846-8_2.jpg|https://images.vestiairecollective.com/images/resized/w=1024,q=75,f=auto,/produit/brown-cloth-abbey-gucci-handbag-70864846-9_2.jpg|https://images.vestiairecollective.com/images/resized/w=1024,q=75,f=auto,/produit/brown-cloth-abbey-gucci-handbag-70864846-10_2.jpg|https://images.vestiairecollective.com/images/resized/w=1024,q=75,f=auto,/produit/brown-cloth-abbey-gucci-handbag-70864846-11_2.jpg|https://images.vestiairecollective.com/images/resized/w=1024,q=75,f=auto,/produit/brown-cloth-abbey-gucci-handbag-70864846-12_2.jpg|https://images.vestiairecollective.com/images/resized/w=1024,q=75,f=auto,/produit/brown-cloth-abbey-gucci-handbag-70864846-14_2.jpg|https://images.vestiairecollective.com/images/resized/w=1024,q=75,f=auto,/produit/brown-cloth-abbey-gucci-handbag-70864846-15_2.jpg","fastion activist badge = acquired when you buy AND sell at least one pre-loved item on the platform every rolling year.

expert seller badge is granted when 3 criteria are hit = sold 5 items; 90% conformity (% of items sold conformed to their description.); 90% shipping (% of items sold shipped in less than 5 days. Cancellations are considered as unshipped.)"
L043,Vestiaire Collective,https://www.vestiairecollective.com/women-bags/handbags/bottega-veneta/black-leather-cassette-padded-bottega-veneta-handbag-69178758.shtml,2026-09-09,Bottega Veneta Cassette Padded leather crossbody bag,"Bottega Veneta Cassette Padded Leather Crossbody Bag in Black.
Features: Intrecciato weave and gold-tone hardware. Single adjustable shoulder strap. Unlined and single interior pocket. Flap and snap closures at front.

This item has been inspected and authenticated by Vestiaire Collective Experts and is ready to ship.                                        
Very good condition, faint scratches to exterior flap. 

Dimensions: Width 9.2 in, Depth 2 in, Height 6 in, Shoulder Drop 19.5 in. 

Dust bag included.
Made in Italy.

Details
Online since:2026-08-05
Categories :Women
Category:Bags
Sub-category:Handbags
Designer:Bottega Veneta
Model:Cassette Padded
Condition:Very good conditionMore info
Material:Leather
Colour:Black
Location:Vestiaire Collective United States
Reference:69178758
Measurements
Width:9.4 in
Height:7.7 in",,"1,489.00","1,415.00",Very Good,Expert Seller,"https://images.vestiairecollective.com/images/resized/w=1024,q=75,f=auto,/produit/black-leather-cassette-padded-bottega-veneta-handbag-69178758-1_1.jpg|https://images.vestiairecollective.com/images/resized/w=1024,q=75,f=auto,/produit/black-leather-cassette-padded-bottega-veneta-handbag-69178758-2_1.jpg|https://images.vestiairecollective.com/images/resized/w=1024,q=75,f=auto,/produit/black-leather-cassette-padded-bottega-veneta-handbag-69178758-3_1.jpg|https://images.vestiairecollective.com/images/resized/w=1024,q=75,f=auto,/produit/black-leather-cassette-padded-bottega-veneta-handbag-69178758-4_1.jpg|https://images.vestiairecollective.com/images/resized/w=1024,q=75,f=auto,/produit/black-leather-cassette-padded-bottega-veneta-handbag-69178758-5_1.jpg|https://images.vestiairecollective.com/images/resized/w=1024,q=75,f=auto,/produit/black-leather-cassette-padded-bottega-veneta-handbag-69178758-6_1.jpg","this listing has express delivery & was listed by their concierge service w/ authentication & QC included

see once again that professionally listed items have way fewer images than seller listed"
L044,Vestiaire Collective,https://www.vestiairecollective.com/women-bags/handbags/louis-vuitton/brown-leather-neverfull-louis-vuitton-handbag-70809394.shtml?_gl=1*4cncfi*_up*MQ..&gclid=Cj0KCQjwh4TVBhCWARIsAG0czmoIp5CcozggY0W1egoZNxDcS0HqWMSDL5AUvmBO42NAWPjLPViehRkaAofYEALw_wcB&gbraid=0AAAAADSZTnIoQg9Q4JMMKoLV2zOdR3GwF,2026-09-09,Louis Vuitton Neverfull leather tote,"Louis Vuitton Neverfull tote in Damier pattern.  Gently used all over, leather straps and stitching show some wear.  Slight staining on interior.  Wear on interior pocket and corners.

Details
Online since:2026-09-08
Categories :Women
Category:Bags
Sub-category:Handbags
Designer:Louis Vuitton
Model:Neverfull
Condition:Good conditionMore info
Material:Leather
Colour:Brown
Location:United States, from the seller Danica
Reference:70809394
Measurements
Width:17.5 in
Height:11.5 in
Depth:7 in",,,777.00,Good,,"https://images.vestiairecollective.com/images/resized/w=1024,q=75,f=auto,/produit/brown-leather-neverfull-louis-vuitton-handbag-70809394-1_3.jpg|https://images.vestiairecollective.com/images/resized/w=1024,q=75,f=auto,/produit/brown-leather-neverfull-louis-vuitton-handbag-70809394-2_3.jpg|https://images.vestiairecollective.com/images/resized/w=1024,q=75,f=auto,/produit/brown-leather-neverfull-louis-vuitton-handbag-70809394-3_3.jpg|https://images.vestiairecollective.com/images/resized/w=1024,q=75,f=auto,/produit/brown-leather-neverfull-louis-vuitton-handbag-70809394-4_3.jpg|https://images.vestiairecollective.com/images/resized/w=1024,q=75,f=auto,/produit/brown-leather-neverfull-louis-vuitton-handbag-70809394-5_3.jpg|https://images.vestiairecollective.com/images/resized/w=1024,q=75,f=auto,/produit/brown-leather-neverfull-louis-vuitton-handbag-70809394-6_3.jpg|https://images.vestiairecollective.com/images/resized/w=1024,q=75,f=auto,/produit/brown-leather-neverfull-louis-vuitton-handbag-70809394-8_3.jpg|https://images.vestiairecollective.com/images/resized/w=1024,q=75,f=auto,/produit/brown-leather-neverfull-louis-vuitton-handbag-70809394-9_3.jpg|https://images.vestiairecollective.com/images/resized/w=1024,q=75,f=auto,/produit/brown-leather-neverfull-louis-vuitton-handbag-70809394-10_3.jpg|https://images.vestiairecollective.com/images/resized/w=1024,q=75,f=auto,/produit/brown-leather-neverfull-louis-vuitton-handbag-70809394-11_3.jpg|https://images.vestiairecollective.com/images/resized/w=1024,q=75,f=auto,/produit/brown-leather-neverfull-louis-vuitton-handbag-70809394-12_3.jpg|https://images.vestiairecollective.com/images/resized/w=1024,q=75,f=auto,/produit/brown-leather-neverfull-louis-vuitton-handbag-70809394-13_3.jpg|",
L045,ThreadUp,https://www.thredup.com/product/women-kate-spade-new-york-brown-crossbody-bag/235554902?query_id=1210784353845280768&result_id=1210784354138882048,2026-09-09,"Kate Spade New York
One size
Crossbody bag","Condition
excellent
Practically new: shows no obvious signs of being worn or washed. Our standards

Original tags attached

Item details
#235554902
Material unknown
Brown
Size & fit
One size
Measured at 8.5"" length, 5"" height, 2.5"" depth (approx.)",299.00,,239.99,Excellent,,https://cf-assets-thredup.thredup.com/assets/961901967/retina.jpg|https://cf-assets-thredup.thredup.com/assets/961877105/retina.jpg|https://cf-assets-thredup.thredup.com/assets/961902079/retina.jpg,this is a final sale item as posted on listing
L046,ThreadUp,https://www.thredup.com/product/women-chanel-blue-ltd-ed-filigree-vanity-case/1502045708?query_id=1210787605039087616&result_id=1210787605286551552,2026-09-09,"Chanel
One size
Ltd. ed. filigree vanity case","Condition
very good
No major flaws: there may be minor wear on fabric like light pilling or fading, and hardware may have light scratches. Our standards

Item details
#1502045708
Blue
Chanel Bags Ltd. Ed. Filigree Vanity Case Shoulder Bag in Navy Caviar Leather and Gold hardware. The product is condition Very Good Condition. SKU: EAH1788, Serial number: 26172312, Accessories Included: Sticker, Card, CC Charm Cadenas in clochette, Key in clochette, Condition notes: None, Delivery: We have a 5 to 7 business days delivery policy, hassle-free and duties/tariffs included! BrandCo Paris finds rare and top condition items at great deals, they are worth your patience!
Size & fit
One size
Measured at 16"" length, 12"" height, 8"" depth (approx.)","4,100.00",,"3,299.99",Very Good,,https://tup-images.thredup.com/assets/1523789176/retina.jpg|https://tup-images.thredup.com/assets/1523789179/retina.jpg|https://tup-images.thredup.com/assets/1523789177/retina.jpg|https://tup-images.thredup.com/assets/1523789178/retina.jpg|https://tup-images.thredup.com/assets/1523789180/retina.jpg|https://tup-images.thredup.com/assets/1523789182/retina.jpg|https://tup-images.thredup.com/assets/1523789183/retina.jpg|https://tup-images.thredup.com/assets/1523789184/retina.jpg|https://tup-images.thredup.com/assets/1523789181/retina.jpg,"also final sale--may be that handbags on threadup are all final sale

this has a seller authenticated tag = ""This item was authenticated by BrandCo Paris. ThredUp has not independently verified authenticity.""

many more photos for this designer expensive item that the kate spade "
L047,Fashionphile,https://www.fashionphile.com/collections/all-bags/products/bottega-veneta-nappa-intrecciato-candy-loop-camera-bag-white-1721678?variant=51884622184751,2026-09-09,"Bottega Veneta
Nappa Intrecciato Candy Loop Camera Bag White","Exterior: Corner wear, edge wear, marks, surface wear
Hardware: Scratch(es)
Handle: Surface wear, edge wear, marks
Interior: Surface wear, marks

Comes With: FASHIONPHILE Certificate of Authenticity

Item #: 1721678

This is an authentic BOTTEGA VENETA Nappa Intrecciato Candy Loop Camera Bag in White. This stylish shoulder bag is beautifully crafted of woven lambskin leather in white. The shoulder bag features a crossbody shoulder strap, aged gold hardware and a top zipper that opens to a matching woven leather interior.
Follow this item for alerts. Bottega Veneta is a registered trademark of Bottega Veneta. FASHIONPHILE is not affiliated with Bottega Veneta.

Base length: 5.25 in
Height: 4.5 in
Width: 2.25 in
Drop: 20.25 in","1,500.00",,695.00,Very Good,,https://www.fashionphile.com/cdn/shop/files/d20bdd1ca15ef82f5c67b69b9926e657.jpg?v=1764848989|https://www.fashionphile.com/cdn/shop/files/5605c183e70647ed78c9be3d285cbe46.jpg?v=1764848989|https://www.fashionphile.com/cdn/shop/files/68ce1a178b772355916f162784cd0f44.jpg?v=1764848989|https://www.fashionphile.com/cdn/shop/files/c709bc770e92cd453eca2a4a5aa934b5.jpg?v=1764848989|https://www.fashionphile.com/cdn/shop/files/726e8702db67f4683383c54736507dc4.jpg?v=1764848988|https://www.fashionphile.com/cdn/shop/files/1fd250a784cec720b1d42652c118673a_9f3b9a0f-6286-41d1-addc-948c7be0913a.jpg?v=1764848989|https://www.fashionphile.com/cdn/shop/files/afacb885e24ef365e8656f55779a207b.jpg?v=1764848989|https://www.fashionphile.com/cdn/shop/files/d581b4b0304baa1d2207ecdc8aa6b29f.jpg?v=1764848989|https://www.fashionphile.com/cdn/shop/files/d28bebe41ab16df1a351dfeaf7cbc039.jpg?v=1764848989|,"
Condition
Most of the items that we carry have been previously owned. Unless otherwise stated, they may not be in flawless condition. We inspect each item and list any notable flaws under the Condition Rating. Be sure to inspect all detailed photos that we have taken of the item.

Giftable
Item is in New condition (see below for more information on this condition) and includes one or more of the following: the original box, case, attached retailer tags.

New
Item appears unused. May contain faint signs of wear due to storage conditions.

Excellent
Item is clean and contains very little wear. Any notable flaws or signs of wear are stated in the listing.

Very Good
Item shows some wear and signs of previous use, but still has a lot of life in it. Slightly worn corners, creases in leather, and tarnished hardware may be visible. Any notable flaws or signs of wear are stated in the listing.

Good
Item does show moderate signs of prior use. Surface scratches, slight darkening in handles, and other indications of wear may be visible. Such signs of wear or imperfections will be noted in the listing.

Fair
Item will have noticeable signs of wear such as well scuffed edges or significant scratches. Please read the condition notes in the listing and inspect photos before purchasing. Fair condition items often present our customers with the greatest opportunity to save significantly on authentic luxury bags.

Flawed
Item is generally in nice condition overall, but has a major defect or flaw that affects the item's appearance or functionality."
L048,Fashionphile,https://www.fashionphile.com/collections/all-bags/products/gucci-gg-supreme-monogram-textured-dollar-calfskin-web-small-ophidia-dome-shoulder-bag-beige-ebony-new-acero-1965872?variant=58417377870127,2026-09-09,"Gucci
GG Supreme Monogram Textured Dollar Calfskin Web Small Ophidia Dome Shoulder Bag Beige Ebony New Acero","Exterior: Corner wear, scuffs, edge wear, pilling, frayed stitch(es), surface wear
Handle: Edge wear, scuffs
Interior: Ink marks, discoloration, tear in seam, marks, frayed stitch(es)
Hardware: Scratch(es)

Comes With: FASHIONPHILE Certificate of Authenticity

Item #: 1965872

This is the authentic GG Supreme Monogram Textured Dollar Calfskin Web Small Ophidia Dome Shoulder Bag Beige Ebony New Acero. This crossbody bag is crafted of monogram coated canvas with brown leather trim. The bag features an adjustable brown leather shoulder strap, a signature green and red web stripe with gold GG logo on the front, and a gold wrap-around zipper that opens to a teal satin interior with patch pockets.
Follow this item for alerts. Gucci is a registered trademark of Gucci. FASHIONPHILE is not affiliated with Gucci.

Base length: 9 in
Height: 7.25 in
Width: 3.25 in
Drop: 19.75 in","1,850.00",,750.00,Good,,https://www.fashionphile.com/cdn/shop/files/7fcf18f0e8f0141a377f72e123623826_57668958-6ccf-4acc-be7d-d0e7bda20b4c.jpg?v=1788429728|https://www.fashionphile.com/cdn/shop/files/f55d91744f94fe8c2bf113f6d89adf5e.jpg?v=1788429728|https://www.fashionphile.com/cdn/shop/files/b92c992ff9d48a7e773c030cf3d4e577.jpg?v=1788429728|https://www.fashionphile.com/cdn/shop/files/d5adc47bc8776d798759af2c8967739e.jpg?v=1788429728|https://www.fashionphile.com/cdn/shop/files/4c54ba4cea898f9d6d7a209d6851e4ca.jpg?v=1788429728|https://www.fashionphile.com/cdn/shop/files/7ae0763588c511350f86a58f279e2264.jpg?v=1788429728|https://www.fashionphile.com/cdn/shop/files/7180ac2a44f89958903e222522e9b4a2.jpg?v=1788429728|https://www.fashionphile.com/cdn/shop/files/9ff22657ed574629e959a232dc8e9d73.jpg?v=1788429728|https://www.fashionphile.com/cdn/shop/files/0cfb93337a7c934c9eb157898713caaf.jpg?v=1788429728|https://www.fashionphile.com/cdn/shop/files/b6880908973c1326b4427c328f277c1a.jpg?v=1788429728|https://www.fashionphile.com/cdn/shop/files/560e0b421e815226450ed48693225ec7_2038ce42-fead-4c03-a5a1-64f1b303f144.jpg?v=1788429728|https://www.fashionphile.com/cdn/shop/files/8ea091c55165162e13b61b60ca0be41a.jpg?v=1788429728|,
L049,Vinted,https://www.vinted.com/items/9947780631-authentic-coach-bag?referrer=catalog,2026-09-09,Authentic Coach Bag,"BrandCoach
Condition
Good
Material
Leather
Color
Beige, Cream
Uploaded
31 min ago
Used and in good condition",,,32.20,Good,Frequent Uploads,https://images1.vinted.net/t/04_024e5_HtD9n5RK4qtNWgeXaaFgRxwf/f800/ed0636db.webp?s=e37b7cc77ed4dce43327de03103dc63a1586601d|https://images1.vinted.net/t/01_00d42_F4uCoQxn2ZBgcevVkE8Y7JNr/f800/b85f3c58.webp?s=6f7c68fe737db1aa35f4338fb82e2c749c56a468|https://images1.vinted.net/t/04_0252b_y1phWKH2xK9BsGr9mhGAD2DQ/f800/a5986546.webp?s=a801f7bba710a40a2816dbf0986b2a9422cbfabb|https://images1.vinted.net/t/06_01235_d33S5NzWYdzvi5yxE9Fmqz9q/f800/470832fe.webp?s=52bf9be3982d09ad70056686f6f420fc2cbdbf4f|https://images1.vinted.net/t/02_00da4_s2dVbUMRB77abYrFHABg2pRc/f800/0e7e45ad.webp?s=54f7afd492e7bdf9d0759f5468b5612d9bc781b6|https://images1.vinted.net/t/02_019bd_GNVtQiUTxDdc6i4NEMhXX8D6/f800/525b841a.webp?s=f86121363c348c760bfbf3c92a2ad208672598d5|https://images1.vinted.net/t/05_00a33_YZCsnm8S9m9aAUHiPXfyi44G/f800/4d33bbf9.webp?s=6d6c36160deefa40efaa112bc5195b17c01009cb|,
L050,Vinted,https://www.vinted.com/items/9937018706-kate-spade-cross-body-bag?referrer=catalog,2026-09-09,Kate spade cross body bag,"BrandKate Spade
Condition
New with tags
Color
Navy, White
Uploaded
22 hours ago
NWT real Kate Spade mini cam bag
Spade flower lc
Navy/multi
",279.00,,37.45,New with tags,Frequent Uploads,https://images1.vinted.net/t/05_0023c_24hdE8Hf4xkGh4tSG5jjc6i8/f800/e5d61075.webp?s=c783c3f418d0212cf946541a8da8b78aa895373a|https://images1.vinted.net/t/05_020a6_P9ihDo64iVa7BZFDEaDgubUC/f800/35e57364.webp?s=5b6164538db067a75f1bacb136c0b3134709bcea|https://images1.vinted.net/t/04_00015_G14dDMi8u6XwgzmH22Eadove/f800/fafddcda.webp?s=520e5c25170a705572b8dfad2ccb16e2a0512506|https://images1.vinted.net/t/06_0148e_Pn18jHeGqenZKcPzLFDPV6MV/f800/00257f78.webp?s=9e6ff466cbea63428376fb7d4aaeee582ac0c5b7|https://images1.vinted.net/t/04_013b8_WoCQnDqKQzp6WVQtZbmSYAsX/f800/0fae6c40.webp?s=e5e25d4faab9c2d66af0dadbba842eeb9de18de8|https://images1.vinted.net/t/06_0039c_wyeZchD7D6BasjeLfxx4dc6f/f800/51164b72.webp?s=9bcfc55689b9750d8a901117c7d5f0d210148937|,was only able to see MSRP because of photo of original tag on item
L051,eBay,https://www.ebay.com/itm/336769710725?itmmeta=01M24326MTSNNH9YR40PGZ7KS3&hash=item4e6909fa85:g:hAUAAeSwIf9qlELi&itmprp=enc%3AAQALAAAAwDKQclQvzFwZQpmMrsO4LuqZnwIeXgnPCd9amFsSgPylJ%2BUHIpu0zbEgyZ7KRowSo%2FYaG4sgVME2m5vDejsOLfFISRGiIbRjFY0iq7h2QsU%2BlaFwbSHVp2m5qzd6ihucYXnOrDWxshRlRwOZ1cD3akZ9MlSFD9qHzNOzZBnJPAFd7l81AGloJ5ICxLDslgkw61IyameydeQlJmySPH%2B6jArILfxt0iAP7Lwv87SIckbX%2BCHmx1JtBXYi4NPkMA5R9Q%3D%3D%7Ctkp%3ABk9SR-DqiIORaA,2026-09-09,Pre owned Large Dior Lady Dior Black tote,"Condition
Pre-owned - Good: This item has been gently used but is in good condition. It might have a few signs of use, but all imperfections should be shown and described in the seller’s listing. See all condition definitionsopens in a new window or tab
Bag Width
4 in
Shape
Rectangle
Closure
Zipper
Occasion
Casual
Handle/Strap Color
Black
Handle Drop
4 in
Size
Large
Hardware Color
Silver
Bag Depth
4 in
Fabric Type
Jacquard
Accents
Quilted
Accessories
Bag Charm
Department
Women
Exterior Color
Black
Style
Satchel/Top Handle Bag
Features
Inner Pockets
Finish
Patent
Pattern
Dior Cannage
Character
CD
Bag Height
10 in
Handle Style
Top Handle
Lining Material
Fabric
Exterior Material
Patent Leather
Brand
Dior
Hardware Material
Metal
Model
Dior Lady Dior
Lining Color
Gray
Theme
Designer
Handle/Strap Material
Patent Leather
Product Line
Dior Lady Dior

Pre owned Large Dior Lady Dior Black tote
Come with TikTok COA. No box No dust bag.",,,900.00,Pre-Owned - Good,,https://i.ebayimg.com/images/g/hAUAAeSwIf9qlELi/s-l960.webp|https://i.ebayimg.com/images/g/CwoAAeSw2o5qlELT/s-l1600.webp|https://i.ebayimg.com/images/g/FRsAAeSwwS5qlELT/s-l1600.webp|https://i.ebayimg.com/images/g/o7kAAeSw2ZtqlELT/s-l1600.webp|,
L052,The RealReal,https://www.therealreal.com/products/jewelry/rings/cocktail-ring/14k-1-83ct-tourmaline-cocktail-ring-w7yid,2026-09-09,Ring 14K 1.83ct Tourmaline Cocktail Ring Size: 6.25,"14K Yellow Gold
Featuring 1.83 Carat Faceted Pear Shaped Tourmaline
Includes Generic Box 
Band Width
1.9mm
Ornament Length
8.4mm
Ornament Width
10.4mm
Marks
14K
Total Item Weight (g)
3.2
Collateral
Generic Box
Center Stone
Yes
Gemstone
Tourmaline
Carat Weight
1.83
Stone Count
1
Stone Shape
Faceted, Pear Shaped
Stone Color
Pink
Type/Clarity
Slightly Included
Gender
Women
Item #
RRING395143","2,595.00",,"1,365.00",Pristine,,https://product-images.therealreal.com/RRING395143_1_enlarged.jpg?auto=webp&width=1920|https://product-images.therealreal.com/RRING395143_2_enlarged.jpg?auto=webp&width=1920|https://product-images.therealreal.com/RRING395143_3_enlarged.jpg?auto=webp&width=1920|https://product-images.therealreal.com/RRING395143_4_enlarged.jpg?auto=webp&width=1920|https://product-images.therealreal.com/RRING395143_5_enlarged.jpg?auto=webp&width=1920 ,jewelry listings on the realreal come with attached valuation reports & warranty options
